id,tkw,kfold,LARS_pred
283163,0.00479245865164983,0,-0.4003973722078867
188018,-0.672151941581403,0,-0.0710940463090258
188012,-1.3644814418197502,0,-0.6358924973777997
319779,-0.949083741676742,0,-0.18525508573991598
375921,0.18941365871521,0,0.5815674584040408
283143,0.14325835869932002,0,0.080921857667012
374171,-0.19521384141720705,0,0.016807729813996173
336782,-1.6567983419203898,0,-0.44150731030125206
189014,0.281724258746989,0,0.024355822959459168
189894,-1.33371124180916,0,-0.4939076708703385
375674,1.03559415900652,0,0.931215565630641
375956,1.32791105910716,0,1.6390940774871958
373770,-1.6414132419150902,0,-0.48267135024943386
374365,-1.4260218418409398,0,-0.8583202154304632
374190,0.158643458704616,0,-0.2873350760917957
187803,-0.0105926413536468,0,-0.1042101711381429
336684,-1.2414006417773795,0,-0.5594625163390488
373861,0.0201775586569465,0,-0.7168813927002019
187526,1.1586749590488998,0,-0.25844290142743764
187881,0.17402855870991302,0,-0.007870896742092761
375560,-0.641381741570809,0,-0.053696496112895814
374592,-1.6414132419150902,0,-0.22644970803952646
375883,1.1586749590488998,0,1.519202070446786
190277,-0.19521384141720705,0,-0.31567003204753985
2437377,0.297109358752286,0,0.4581698010244884
187631,0.7586623589111852,0,0.8022327205150818
374124,-0.764462541613182,0,-0.015982858394736708
308009,-0.44137544150195296,0,-0.8018290178387777
187855,-0.902928441660852,0,-0.0878221673344039
284216,0.727892158900592,0,0.6808997813700371
374941,0.40480505878936296,0,-0.4251418535683362
2437245,0.0201775586569465,0,0.22068261206118184
189756,-1.19524534176149,0,-1.215258723826404
374553,0.435575258799956,0,0.3748375827481219
187807,-2.0568109420581,0,0.14116891549745475
188501,0.420190158794659,0,0.08220313126263293
189292,-1.30294104179856,0,-0.8942351447779807
190173,-1.01062414169793,0,-0.7243336013791146
375577,0.497115658821142,0,1.214759000907196
283598,-0.17982874141191002,0,0.07991717761632511
189253,-0.656766841576106,0,-1.1802171633751481
283784,-0.0567479413695367,0,-0.18478896368590103
283817,0.0817179586781331,0,0.05120331961555522
189245,-0.564456241544326,0,0.32081771035455164
188153,0.9278984589694492,0,0.9113550352677215
375962,-0.595226441554919,0,0.13940481473671348
373863,-1.1337049417403,0,-0.3011867859567353
187510,-1.33371124180916,0,-0.15428352364929057
188441,0.2355689587311,0,-0.44467406877100063
373468,0.604811358858219,0,-0.06446747236201414
187687,-0.702922141591996,0,0.1648752499337364
188396,1.26637065908597,0,0.2916005469845485
375454,-0.241369141433096,0,0.4177813621048213
374476,1.6202279592078,0,0.8370991928098471
308254,-0.0105926413536468,0,-0.18766776719963935
188418,-1.45679204185153,0,0.14576224204965643
189631,-0.4875307415178429,0,-0.5265309227487996
188715,0.589426258852922,0,0.3580082266806834
283171,1.11251965903301,0,0.8695787829758828
190186,-0.518300941528436,0,-0.3933149899587325
373799,-1.54910264188331,0,-1.0716758161797906
376002,-0.13367344139602,0,0.4289004144302918
375696,1.82023425927665,0,1.7878186002862857
188543,-1.47217714185683,0,-0.9392409637092346
188163,1.17406005905419,0,0.13454483553677143
283989,0.18941365871521,0,-0.26457251242402646
187703,-0.30290954145428306,0,0.005289526623454264
373694,2.00485545934021,0,0.8902509916601977
373674,0.0971030586834297,0,-0.11481671199933924
374665,0.450960358805253,0,0.9069634201101353
284190,2.2817872594355486,0,0.9069270776452224
283751,-0.6259966415655129,0,-0.33417602174939837
190669,-1.56448774188861,0,-0.8883543102751111
190813,-0.5490711415390289,0,-1.1258634158991572
188984,-0.118288341390723,0,-0.28006191598475105
190000,0.220183858725803,0,0.34938493379208724
188468,-0.08751814138012999,0,-0.4996211393491584
284251,1.1279047590383,0,-0.02375731512566758
189084,-0.595226441554919,0,-1.4256513538668418
375411,-1.05677944171382,0,-0.11220155464977148
189193,-0.9644688416820392,0,-1.3170601235214272
189282,-0.641381741570809,0,-0.7428070682767572
375581,1.97408525932962,0,1.159000530928876
376022,0.604811358858219,0,0.8598326808876186
189320,-1.70295364193628,0,-0.8894655860305322
374610,-1.10293474172971,0,0.03968639208879692
187611,0.943283558974745,0,-0.15856864238026436
375579,0.727892158900592,0,0.6098113295129464
283813,-0.872158241650259,0,-0.5388459798539167
187892,2.11255115937729,0,1.4848165759397045
190778,-1.25678574178268,0,-0.551925858083059
375755,0.7586623589111852,0,0.9681355669501542
283830,-0.7490774416078859,0,-0.7986147399756914
373672,-0.379835041480766,0,-0.5799124511668583
188328,-0.5336860415337329,0,-0.10050257482585169
190175,0.18941365871521,0,-0.30413240077788567
188286,0.0509477586675398,0,-0.5848599324921921
189241,-0.31829464145958003,0,-0.563853210637305
188758,-1.01062414169793,0,-0.35076872758998084
375553,-0.28752444144898603,0,0.6570228890064345
188472,-0.149058541401317,0,-0.5923939853664644
187606,-0.31829464145958003,0,0.43214699335671003
189046,-0.702922141591996,0,-0.46417498668883
375663,1.37406635912305,0,1.8253154246294432
188202,0.466345458810549,0,-0.2756423520363178
188215,0.25095405873639604,0,-0.27994332834113406
375823,-0.395220141486063,0,0.6160053668718012
373903,0.574041158847626,0,0.8067558043414313
188155,1.1279047590383,0,0.4102637958075534
187730,1.02020905900123,0,0.39312705210710697
374568,0.2663391587416929,0,0.3490138425586752
189683,2.09716605937199,0,1.9971142611560855
283776,-0.19521384141720705,0,0.3242546608489809
190126,-0.4875307415178429,0,-0.40982295940264357
187585,0.00479245865164983,0,0.3352373022139321
188250,0.204798758720506,0,0.01340683322631971
188792,1.6048428592025,0,-0.33294255797291517
189971,0.604811358858219,0,0.09348490568215197
189949,0.14325835869932002,0,-0.05761918990861996
375557,1.65099815921839,0,-0.17725108531343914
374407,0.2355689587311,0,0.14043755296923346
188849,-2.02604074204751,0,-0.8903821090460066
187883,1.32791105910716,0,0.8640140957181578
187856,-0.733692341602589,0,-0.0025722584508690175
188944,-1.04139434170852,0,-0.5136576105596083
188907,-1.76449404195746,0,-1.3853402651891007
189027,0.18941365871521,0,-0.2240626384126766
374368,1.42022165913894,0,0.3512497637631424
188463,-1.28755594179327,0,-0.873728880945825
375018,-1.05677944171382,0,0.2532873647685102
375711,-0.28752444144898603,0,-0.29196453720248117
189853,0.18941365871521,0,0.22042260890132062
375779,0.820202758932372,0,1.1176944974523657
283633,-1.67218344192568,0,-1.4550834208901697
188708,-0.17982874141191002,0,0.41833331864363865
187551,0.958668658980042,0,1.153974769621934
374696,0.958668658980042,0,0.2622756910192503
187860,-0.6259966415655129,0,0.5290133725767193
374604,-0.41060524149136,0,-0.4998919221793915
284176,1.57407265919191,0,1.3031742963539215
187880,-0.8875433416555559,0,-0.010096715365571527
374110,0.543270958837032,0,-0.2691452428859401
189070,-1.47217714185683,0,-0.7235156827453159
283736,-0.841388041639666,0,-0.052817198617752595
187735,0.512500758826439,0,0.8832754831464327
188033,-0.733692341602589,0,-0.5159184577392186
187974,0.127873258694023,0,0.059829309190086236
188384,-1.2414006417773795,0,0.009239333587549175
374591,-0.672151941581403,0,-0.12515833728917647
283205,-1.39525164183034,0,0.1628282177778186
189895,0.0509477586675398,0,-0.34752657720381863
188734,-0.826002941634369,0,-0.20691967270451783
375547,-0.7952327416237758,0,0.13302346217473324
2437409,2.37409785946733,0,0.9131213726909517
188239,2.46640845949911,0,0.3798138107085178
188067,0.343264658768176,0,0.005253566132191848
188412,0.497115658821142,0,0.17497874146216233
375745,-0.810617841629072,0,-0.28592183313059294
187972,-1.74910894195217,0,-1.3197609811956441
187854,-0.702922141591996,0,-0.47296466667916665
187920,-0.672151941581403,0,-0.13302484467383432
337841,-0.8875433416555559,0,-0.020706373871636787
284132,1.5894577591972,0,0.9558438374407165
187968,1.68176835922898,0,-0.004452152338998848
375549,-1.07216454171912,0,-0.32776752958083494
336481,-0.13367344139602,0,-0.6816348515739213
190815,1.74330875925017,0,0.5173382573652632
375590,0.866358058948262,0,0.4047868992898244
188174,0.604811358858219,0,1.1886141705114586
375569,-0.718307241597292,0,-0.26426328256073034
189433,-1.5029473418674195,0,-0.7815446973353504
375716,1.05097925901182,0,1.0377818903536236
189115,0.127873258694023,0,-0.21604522801231307
375698,1.82023425927665,0,1.4351193743939563
375391,0.512500758826439,0,0.36015234344280295
308253,0.2355689587311,0,-0.14152532698027617
375393,0.512500758826439,0,0.1370532307535976
374515,-0.2259840414278,0,-0.11646347646289058
284265,-1.28755594179327,0,0.018067809645211663
188204,-0.6106115415602161,0,-0.05732108014321655
188913,-0.7798476416184791,0,-0.7656779865683078
189221,-2.0721960420634,0,-1.363083216550724
187906,0.0817179586781331,0,1.3769609140719772
188897,2.63564455955738,0,1.4557441013248555
375784,1.34329615911246,0,1.0871045105859256
3624697,0.343264658768176,0,0.24591930514033788
189734,-0.241369141433096,0,0.38236387520245535
188249,0.7586623589111852,0,0.9548228435095101
374945,-1.47217714185683,0,-0.7055406682543186
374037,0.281724258746989,0,-0.4682361529045771
190184,-1.10293474172971,0,-0.1836710503745294
187665,-0.733692341602589,0,-0.136108404655987
190707,-0.672151941581403,0,-0.7573248462103944
188258,-0.702922141591996,0,-0.506201836058762
375546,-0.518300941528436,0,0.7568495867939642
375692,-1.02600924170323,0,-0.4539763863953625
376040,1.1586749590488998,0,1.6699379349039436
284272,-0.13367344139602,0,-0.32678442483280556
283677,0.00479245865164983,0,0.01822661856800455
284164,1.74330875925017,0,0.6353506169916532
190140,0.804817658927075,1,0.6329558196715758
375775,-0.31829464145958003,1,0.8204147602222422
375432,0.112488158688726,1,0.6227178310443146
189134,-0.841388041639666,1,-1.2626498132762862
187824,0.312494458757583,1,0.39334646472384716
188909,-1.53371754187801,1,-0.3537023284931529
188325,-1.9337301420157296,1,-0.4047520079342762
283604,-0.395220141486063,1,-0.24932292195487857
284002,-0.36444994147547,1,-0.3691927546387483
189700,-0.44137544150195296,1,-0.844645068879592
375545,1.2202153590700802,1,0.9960193354861393
188053,0.527885858831736,1,-0.7044423931098176
187955,0.943283558974745,1,-0.13875899257313265
189455,-2.27220234213225,1,-0.5893194210784753
188104,-0.36444994147547,1,-0.10053692218127475
283715,-0.379835041480766,1,0.2973028097842382
284231,1.74330875925017,1,0.025425109535431104
188095,-1.10293474172971,1,-0.11014130229385986
190125,1.1432898590436,1,-0.4491288334261521
187781,-1.07216454171912,1,-0.42484254340006505
188993,0.281724258746989,1,-0.4922429029081505
2437280,0.7125070588952959,1,0.6355647396412459
375589,-0.502915841523139,1,0.19032855171524582
188037,0.0663328586728364,1,0.1482418463384399
283448,0.2355689587311,1,0.6230774791048892
283823,-1.33371124180916,1,-0.4156883554046135
375714,1.77407895926076,1,1.419071501395433
188401,-0.7798476416184791,1,0.04251123078857798
374825,-2.0414258420528,1,-1.0929435194690362
190213,1.54330245918131,1,1.0517417146774566
283876,-0.472145641512546,1,0.22326106145648453
190458,-0.379835041480766,1,-1.0246664176432108
283201,0.466345458810549,1,0.5162390380446517
188093,0.312494458757583,1,0.20180101937226377
188742,-1.73372384194687,1,-0.9782960211451645
188894,0.297109358752286,1,-0.31373608668581404
188500,1.28175575909127,1,0.4655452939816875
375995,0.0509477586675398,1,0.05658503224675737
188421,-1.68756854193098,1,-0.2678576829277156
188526,-1.01062414169793,1,-0.435030919746734
374471,0.40480505878936296,1,-0.18902314768652934
