id,Hard,kfold,GBDT_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,SVR_pred,XGBoost_pred
283796,-0.0933512651585855,0,0.2040667727106176,0.6009487694583979,0.25255152719879004,0.274245536672978,0.32059006866963896,0.3652574454085128,0.35768987577530986,0.19299717
318176,-1.45472388205463,0,-1.2304991161095995,-0.7331963950997271,-1.10503387926153,-1.0407678929218251,-0.6730009989066049,-1.0229304444087988,-1.0761426187297758,-1.2449038000000001
375748,-0.8712784748134691,0,-0.34871269540304445,-0.38312915075503007,-0.549554474759788,-0.5827738866869603,-0.32655915195422,-0.29644116940969606,-0.33294120033055274,-0.49004012
283449,-0.676796672399749,0,0.12603414213454495,0.36951542458607,0.232368552197727,0.3201539155158383,0.26121001437546304,0.2604432986725748,0.25162439263030606,0.5206271
188500,-0.28783306757230603,0,-0.3092066866086555,-0.373405060634343,-0.12792415782351402,-0.1108797396112695,-0.368861772322805,-0.3296552030014246,-0.3247562874366764,-0.047210347
375461,-0.8712784748134691,0,-0.3864151526901627,-0.338398336199874,-0.46961075988923495,-0.4046483303323931,-0.27464318281955996,-0.3203988250492328,-0.3093723968995359,-0.36187515
189287,0.879057746910019,0,0.15411571027771254,0.60678322353081,0.43278898080066597,0.42536976987143055,0.248171237219727,0.3077821688381361,0.2884467722903272,0.23436214
189829,0.6845759444962989,0,0.3490577579359365,0.373405060634345,0.263951496479706,0.23334534936906146,0.462916920902406,0.44304792351555466,0.4771327870894145,0.34943426
374530,-0.8712784748134691,0,-0.12749079653827464,0.4084117850688139,-0.7025868804999499,-0.5121531661755251,0.0682795694553948,-0.16607001755497902,-0.20702976231016695,-0.041933775
188849,2.2404303638060696,0,1.4028212413625079,1.1396633621444099,1.8675658513291,1.8376836129358596,1.03570267184803,1.5325564018646782,1.5989913523560662,1.2116506999999999
190818,-1.06576027722719,0,-0.3586932725985525,0.149750987858566,-0.45814029260475303,-0.3984427315491821,0.0317831343489029,-0.3168919115414499,-0.33306716203704423,-0.18561116
190817,-1.06576027722719,0,-1.0758811595098383,0.0991857192309983,-1.40560812900618,-1.4357218568202477,-0.8129926678268349,-0.7241654151240559,-0.7252431129173149,-1.0260677
189756,-0.676796672399749,0,-0.5313236176509863,-0.352012062368835,-0.572501211984004,-0.6971747646489356,-0.45226503288359204,-0.5250029332031417,-0.5521580186478141,-0.90174234
189034,1.26802135173746,0,0.8719353551440281,0.618452131675633,1.0311294850616999,0.9851936137631232,0.765939108569915,0.8922328585452886,0.8770901603441048,1.1968148
188018,-0.482314869986027,0,-0.4714294941803098,-0.342287972248148,-0.6655939357390539,-0.5920757492369318,-0.331076809853916,-0.6352258593983823,-0.6641083885304104,-0.7619902
374516,0.49009414208257795,0,1.0963934650717837,0.8401613864272751,1.1741439658463102,1.1240277050695628,0.886000555952377,1.1585114952324838,1.1589333295220792,0.82044053
283849,0.49009414208257795,0,0.5412335791799946,0.6126176776032211,0.6526773905445539,0.5509074435765617,0.432013639918346,0.5452199588609166,0.5486637622512416,0.47148046
188012,0.49009414208257795,0,0.38774677841308797,0.587335043289438,-0.0820033339158641,-0.05696162502388623,0.34288726164782396,0.3582094823120314,0.3395182859911168,0.42364594
374913,-0.0933512651585855,0,0.19301327561397816,0.20420589253440802,0.0325899337108524,0.033970854965572984,0.14665747984126,0.0957050799925531,0.09704307671169897,0.38223258
190070,1.07353954932374,0,0.42649079593001227,0.37923951470675604,0.21433561029097303,0.28036040446290805,0.45143137506109604,0.4547581204981679,0.4646862125556746,0.508192
190129,0.101130537255136,0,0.0922051641780176,0.593169497361849,-0.182959281927381,-0.17877410176921962,0.254838721845543,0.09208122155497872,0.049167493497823206,-0.048000775
373675,-0.28783306757230603,0,0.025454980170417942,-0.0816823570137622,0.364455107241966,0.22866127194972416,-0.19162016067044002,0.13433152433398934,0.1538573334642109,-0.28161475
187555,0.49009414208257795,0,0.3465639105421884,-0.105020173303409,0.691042829222326,0.6519279782154056,0.0903116699151237,0.4093940137779971,0.4010475639466954,0.35123885
283128,-0.8712784748134691,0,-0.3924535185029285,-0.355901698417109,-0.9462145301021541,-0.7892192220374489,-0.433241257148363,-0.6124911128716601,-0.6513142298803598,-0.19166325
189244,0.101130537255136,0,0.07653456367320062,-0.5387145926860061,0.39293391164933705,0.4100484699866795,-0.285625256319759,-0.037140986790948384,-0.04630429272535996,-0.036008313
375465,-0.676796672399749,0,-0.24974919677399945,-0.5348249566377321,-0.48005381770308003,-0.3811403938388933,-0.35988430855968795,-0.4041040480428108,-0.4194823320839296,-0.20585413
189819,0.879057746910019,0,-0.5678630321939799,-0.6126176776032211,-0.629676217284015,-0.6496045632490884,-0.45641272785345005,-0.602095709794489,-0.5968426895710002,-0.610197
308004,-1.45472388205463,0,-0.9201835751587484,-0.7876512997755699,-1.2032335349749599,-1.1363556667420414,-0.571679427667589,-1.0149632815684353,-1.068571242965513,-0.89684635
283313,-0.482314869986027,0,0.12374214696292166,0.350067244344698,-0.0365086472031777,-0.0693013781037858,0.126520472781114,0.12891592258496778,0.12016871153821874,0.1232935
187612,-0.0933512651585855,0,0.3803193209522732,0.184757712293035,0.5006586683725229,0.5061504564422852,0.15874747257306698,0.2964858330631679,0.2661525162263988,0.35706314
