id,Hard,kfold,LARS_pred
283796,-0.0933512651585855,0,0.22958847315292308
318176,-1.45472388205463,0,-1.3080217775346614
375748,-0.8712784748134691,0,-0.4514261483338984
283449,-0.676796672399749,0,0.24350144512907215
188500,-0.28783306757230603,0,-0.17482708076618014
375461,-0.8712784748134691,0,-0.3686892268810326
189287,0.879057746910019,0,0.24992157852377372
189829,0.6845759444962989,0,0.29829290324485697
374530,-0.8712784748134691,0,-0.3825566342771639
188849,2.2404303638060696,0,1.8099647318210532
190818,-1.06576027722719,0,-0.5407740940772006
190817,-1.06576027722719,0,-1.223830278046323
189756,-0.676796672399749,0,-0.7166562856949931
189034,1.26802135173746,0,0.9671060287174117
188018,-0.482314869986027,0,-0.6811907140276219
374516,0.490094142082578,0,1.1910625229101768
283849,0.490094142082578,0,0.5323222423465002
188012,0.490094142082578,0,0.18571512292707357
374913,-0.0933512651585855,0,0.10178785769305092
190070,1.07353954932374,0,0.3992989607126802
190129,0.101130537255136,0,-0.1702765890192962
373675,-0.28783306757230603,0,0.2144902404828157
187555,0.490094142082578,0,0.6301930260642575
283128,-0.8712784748134691,0,-0.5973973612340737
189244,0.101130537255136,0,0.35633290821945396
375465,-0.676796672399749,0,-0.2746989566007008
189819,0.879057746910019,0,-0.6572836788029954
308004,-1.45472388205463,0,-1.2067903038625512
283313,-0.482314869986027,0,0.0062947364399925255
187612,-0.0933512651585855,0,0.4726000319137566
308211,-0.8712784748134691,0,-0.8362987071864731
374712,0.101130537255136,0,-0.18298429333876626
187839,0.6845759444962989,0,0.6567911549853674
375552,-0.8712784748134691,0,-0.6420471850434096
283600,-0.8712784748134691,0,-0.7637217857339635
373872,0.879057746910019,0,1.1364994938791166
374598,-1.06576027722719,0,-0.1267190236291516
376021,0.879057746910019,0,-0.2856311292617774
374614,-1.26024207964091,0,-0.7861116227979316
283753,-2.0381692892958,0,-0.22979085192673193
2437048,-0.0933512651585855,0,-1.0808250989729549
188894,0.490094142082578,0,0.04895803592353672
188549,1.85146675897862,0,1.6376674961350228
187703,0.101130537255136,0,-0.03733902576298201
375437,-0.676796672399749,0,-0.5014222204626454
375717,0.101130537255136,0,0.7970753666550163
188197,-1.26024207964091,0,-0.5500685734334065
374365,0.879057746910019,0,0.8782481021270534
188987,0.490094142082578,0,0.7572270688960043
188244,1.26802135173746,0,1.0460471197191774
375551,-0.28783306757230603,0,-1.0080275817600621
374475,0.101130537255136,0,0.9489092344215845
187458,1.4625031541511797,0,0.322062568708109
187674,-0.0933512651585855,0,0.3530382953083487
284369,0.879057746910019,0,0.24251764404926632
374629,1.07353954932374,0,0.10732176783164443
374988,-2.62161469653696,0,-1.0803398305258132
190140,-1.26024207964091,0,-0.934818176509816
189822,-0.8712784748134691,0,-0.7483433158654148
190144,0.879057746910019,0,0.24468465026859948
374612,-2.0381692892958,0,-0.7447813667609756
375816,-0.676796672399749,0,-0.6446288526240838
187832,-0.482314869986027,0,0.7248481062278158
187995,-0.28783306757230603,0,-0.5075575104164453
188255,0.295612339668857,0,0.6669478435044435
187714,0.101130537255136,0,0.42937077002769963
374515,-0.482314869986027,0,-0.517746255282919
374186,-0.676796672399749,0,-0.7493871408550182
189250,1.6569849565649,0,1.5787733533717994
189018,-0.0933512651585855,0,0.13578296310260826
374183,-0.482314869986027,0,-0.31177452325755384
190040,1.07353954932374,0,1.03210449291948
187464,1.26802135173746,0,0.772705088054602
375923,0.879057746910019,0,-0.5217066711448873
283633,-1.45472388205463,0,0.4465962360063393
283676,-0.676796672399749,0,-0.14220571844969582
189319,1.4625031541511797,0,1.4632180244654713
187764,0.6845759444962989,0,0.3852505982814189
187783,-0.8712784748134691,0,-1.3389915320094576
189289,2.2404303638060696,0,1.476729169935007
190143,-0.482314869986027,0,-0.3284048651925871
188764,0.879057746910019,0,-0.16757650815155342
190062,-0.28783306757230603,0,-0.4580620411726246
188383,-0.482314869986027,0,-0.5167787219845011
284312,0.879057746910019,0,0.5931899977777035
188232,0.879057746910019,0,0.6032921341934351
187676,0.879057746910019,0,0.5217957405997915
188034,0.295612339668857,0,-0.611043532754308
375569,-0.676796672399749,0,-0.5274846919938225
188704,1.4625031541511797,0,0.9427996201127454
187583,-0.8712784748134691,0,-0.8351110736199323
283843,-0.0933512651585855,0,-0.07037014381495532
190787,-1.26024207964091,0,-1.4918577029898388
188101,1.07353954932374,0,1.5269309229177093
375585,-2.23265109170952,0,-1.0245023450203565
374691,0.6845759444962989,0,-0.5432637780644104
283813,-0.0933512651585855,0,0.37447484806780984
188320,-0.0933512651585855,0,0.14637301439527434
188427,0.879057746910019,0,0.5144534491622605
374505,-0.8712784748134691,0,-0.592669501999132
188110,2.43491216621979,0,1.7275319260920263
187875,1.26802135173746,0,0.7270845894783194
283723,-0.676796672399749,0,-0.4720428656813962
2437308,-0.28783306757230603,0,0.318447811433732
190277,-0.0933512651585855,0,-0.15264322904156918
373730,-0.676796672399749,0,-0.16037838494377468
187585,1.07353954932374,0,0.6525552341685326
374914,0.6845759444962989,0,0.8319260615478874
190103,0.101130537255136,0,0.12080704553795325
283781,0.101130537255136,0,0.22153077260067827
308254,-0.676796672399749,0,-0.48648865799842966
375702,-1.26024207964091,0,-0.804709079011995
188991,1.4625031541511797,0,1.1695526441669328
374213,-0.676796672399749,0,-0.42096820114740324
187658,0.879057746910019,0,0.09452922786974287
375372,-1.26024207964091,0,-1.0479342648289978
374807,-1.06576027722719,0,-0.20527177301724292
188250,-0.0933512651585855,0,0.25465978267040834
187980,2.2404303638060696,0,0.7294338551591447
188940,0.6845759444962989,0,0.27066088223368795
188099,1.85146675897862,0,-0.052152898895138154
374004,-0.28783306757230603,0,-0.4617649064257535
375659,-1.45472388205463,0,-1.0984785272367155
283846,-1.26024207964091,0,-0.7824429670455044
190811,1.07353954932374,0,1.0883007945625223
375205,-0.482314869986027,0,-1.1153432616976742
188346,-0.676796672399749,0,-0.20437488571166404
374011,1.6569849565649,0,0.3142199228601578
188054,0.879057746910019,0,-0.6436250930108984
283109,-0.8712784748134691,0,-1.162448999456066
189024,1.26802135173746,0,1.2384898565298135
374551,0.101130537255136,0,0.2865633205800335
188992,1.4625031541511797,0,0.9244322678531621
336782,0.879057746910019,0,0.2265100858220897
187678,1.26802135173746,0,0.6685497934607901
189872,-0.0933512651585855,0,0.16144386916600112
284278,0.101130537255136,0,-0.2990333889529952
190158,-0.676796672399749,0,0.42387489744424184
188758,1.85146675897862,0,0.8366292696156752
283670,0.101130537255136,0,-0.38896836897216747
283177,-0.8712784748134691,0,-0.08359446862883115
375355,-0.28783306757230603,0,0.0631346736222587
189964,0.879057746910019,0,0.6921836187819518
283805,-1.45472388205463,0,-0.8352941570326776
189670,0.101130537255136,0,1.2292183173027216
284304,0.6845759444962989,0,0.5040143304725736
188493,0.490094142082578,0,1.4478693677393826
375971,0.879057746910019,0,0.5572755809127596
188009,1.4625031541511797,0,0.5172642345285371
284248,-0.28783306757230603,0,0.08456721547827177
190769,-1.26024207964091,0,-1.377704954913815
187551,-0.676796672399749,0,-0.07945765374996998
188172,-0.482314869986027,0,-0.5854163999574042
283719,-0.676796672399749,0,-0.45935867237763034
284066,-1.26024207964091,0,-0.6994603008527194
187906,0.6845759444962989,0,0.7373353800816327
2437340,-0.482314869986027,0,-0.0919107851003222
375791,-1.26024207964091,0,-0.34430711313272705
373575,-1.26024207964091,0,-0.037631954542844244
189706,-0.0933512651585855,0,0.0029618724588907023
187907,1.07353954932374,0,0.7477410810223579
2437252,-0.8712784748134691,0,-0.2904049212212693
375383,-0.482314869986027,0,-0.3190583566273775
188517,0.295612339668857,0,0.4885393375296104
375973,-0.28783306757230603,0,0.046531351212411795
187653,-0.28783306757230603,0,-0.19244850434527094
188174,-0.482314869986027,0,1.0180297034979693
375017,-1.26024207964091,0,-0.3058475559418186
187514,1.4625031541511797,0,-0.1503779129561339
188269,1.85146675897862,0,0.15650696352578136
284370,-0.676796672399749,0,-0.3457731867561241
189856,0.879057746910019,0,0.2027794543013029
187700,0.295612339668857,0,0.22808170406649556
187502,0.295612339668857,0,0.15704038248400337
188897,1.26802135173746,0,-0.002129093508679526
187756,0.101130537255136,0,-0.3879923272026868
375627,-0.28783306757230603,0,0.15960604102721251
283427,-0.482314869986027,0,-0.84102338851368
189223,0.101130537255136,0,0.10037522054914004
375728,0.490094142082578,0,-0.05072845436328435
187852,0.101130537255136,0,0.19256973715697126
3646845,0.6845759444962989,0,0.7840506939529244
190364,-0.482314869986027,0,-1.1585520662216757
187951,1.07353954932374,0,1.0253699047822273
374944,1.07353954932374,0,0.6128504708060941
374592,1.26802135173746,0,0.5244547500252718
190170,-0.28783306757230603,0,0.06563498684407314
283054,-2.23265109170952,0,0.05055546270039121
188359,-0.0933512651585855,0,-0.34515552892152684
373764,-1.45472388205463,0,-1.5029963780673523
188532,1.26802135173746,0,0.7899213040500573
283639,-0.676796672399749,0,-1.089504944301404
187845,0.295612339668857,0,0.9847620618831472
374937,-0.482314869986027,0,0.31547800014338073
374697,-0.28783306757230603,0,-0.0383407487481916
375315,-0.8712784748134691,0,0.19913616226179157
190114,0.101130537255136,0,-0.023834549481672296
336478,-1.06576027722719,0,-1.3991921137497383
188536,0.6845759444962989,0,-0.03403467574558821
189063,0.490094142082578,0,0.13232652127428
374535,-0.676796672399749,1,-0.17834714318440528
187691,1.4625031541511797,1,1.5936112712844221
284203,-0.28783306757230603,1,-0.2635731593697325
374474,-0.8712784748134691,1,0.4001423122354287
188094,1.26802135173746,1,1.210240337432934
187823,1.07353954932374,1,1.3366725483987372
283892,-0.28783306757230603,1,-0.32438364330990827
189972,-0.676796672399749,1,0.245962369237595
188227,1.26802135173746,1,0.9998725377379686
373481,-0.0933512651585855,1,0.5406682106576116
187664,0.295612339668857,1,-0.20166033705185704
373795,-0.28783306757230603,1,-0.08022757898278883
375455,-1.06576027722719,1,-0.6086774286347805
375899,-0.28783306757230603,1,0.3484857555826693
376012,0.490094142082578,1,0.487845817277797
189031,2.04594856139235,1,1.729860783758543
189669,-0.482314869986027,1,0.013294171991205092
283968,-2.0381692892958,1,-0.8895859981280827
189004,2.04594856139235,1,1.0246760258046375
187888,-0.28783306757230603,1,-0.2899610842372244
374719,0.101130537255136,1,0.7441351494322155
