id,length,kfold,GBDT_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,SVR_pred,XGBoost_pred
190125,0.7468470864102059,0,0.10388851229676713,0.10527900348692816,-0.621299731823715,-0.47867061844661696,0.1105437942447648,-0.10581082171926777,-0.107464784318492,0.15488034
283812,-0.30955015856386603,0,-0.2183821306523973,-0.1874203307302782,-0.19770665111298055,-0.05778942329537325,-0.17694570572548776,-0.22384201091188316,-0.22052166494110664,-0.18384841
188476,-0.36108173148942896,0,-0.10959850420472067,0.08067267741497104,-0.2362599206403111,-0.1489842984573209,0.0655648708304135,-0.14360532168598858,-0.14696500764771342,0.22707804
373656,1.03027073750081,0,0.7536542116385588,0.8569958235385992,1.2402739081250969,1.1805748985292113,0.8069120730904001,1.0702637675080056,1.0721333314266692,0.5810852
187584,0.9529733781124641,0,0.8169949899226043,0.9305571438898425,0.7802359703388078,0.6922913010096496,0.7146106491278297,0.8606024679320692,0.8630875713365527,1.1245213
188035,1.59711803968202,0,1.1222560530994068,0.8178318281151701,0.928327012501402,0.9109420431427162,0.767441168317029,1.004181610198284,1.0043396380229708,1.285088
188134,0.154233997766213,0,0.3596812742045852,0.22212684509564554,0.6180879371938062,0.5037690344064679,0.217064282227209,0.3597448762010368,0.370846139159156,0.41692886
189291,0.36036028946847104,0,-0.010441956010520498,-0.2026221447433196,-0.05333258036970179,0.046294531552990896,-0.07081246351135953,-0.04253213311269618,-0.041045166950038514,-0.16136660000000003
374239,0.6953155134846399,0,0.2724541908714054,-0.2444915477453407,0.13045767002188668,0.2219404332389609,0.00021114944183743182,-0.0017938923222012848,3.2474894677142485e-05,0.18729375
188249,-0.00036072101047902595,0,0.8852389731992795,0.3630656970470642,0.905908502677562,0.9264649463717384,0.4850392799630953,0.7216426681513866,0.7335278213788894,0.48520827
375392,0.6437839405590771,0,0.6021473042873863,0.2383592905671981,0.6421701493506511,0.5689249310068379,0.4424914677214136,0.6275090242990783,0.6280268943327779,0.41628656
374655,1.15909966981472,0,1.1001651247780848,0.8354813918421757,1.2907210290724258,1.2582658127012971,1.0746976467523937,1.2182415074361548,1.2148880072246189,1.2185993
190126,-1.08252375244733,0,-0.9142364289497592,-0.2250383789659404,-0.7712217093308169,-0.7674534095217519,-0.5684898153931679,-0.7102559321483597,-0.7153892147435708,-0.79399425
375557,0.0254050654523027,0,0.3748790736713379,0.3984936534333896,0.1804178011605764,0.270166409257744,0.24294104043739906,0.2830838392136198,0.28182845658766104,0.5200603
283109,-1.1340553253729,0,-0.9330053588779608,-0.008090456949313764,-0.951256125121315,-0.8850785694829141,-0.5891605663860143,-0.7397305089748867,-0.7532432278182271,-0.8565504999999999
187536,0.9529733781124641,0,-0.5386296738808702,-0.6249233848683206,-0.5882977469623647,-0.727672228491168,-0.4392231588372706,-0.3061114555754575,-0.3060068459184002,-0.52530897
374609,-0.2580185856383,0,-0.009409348958004451,0.3108899794599301,-0.0956627704610753,0.022857663976648204,0.14650920448497154,0.1076884704442514,0.10385700696931044,-0.09883632
375742,0.43765764885681896,0,0.28516302723550874,0.3083134008136519,0.3997068314401631,0.3660128409967749,0.1364705923399041,0.341625382035342,0.3434857586570219,0.30320546
188086,0.154233997766213,0,0.7093284394492274,0.27095301044261755,0.8054224604756044,0.8391714285754545,0.4644183815556532,0.6632575789991295,0.6665007090195245,0.68448466
187645,0.540720794707948,0,-0.2508340330429765,-0.2736068864482845,-0.006689279603296683,-0.037072092167999636,-0.2432503814239909,-0.17016515534080187,-0.16597774067679066,0.11612284
188341,-0.5672080231916871,0,-1.0040954997423692,-0.29499248921239396,-1.1044326031248983,-1.1462650707944682,-0.760532191689331,-0.9472930616402284,-0.9524688564953828,-1.0139103
375773,0.824144445798553,0,0.2354054867614644,0.3599738026715301,0.4576611549670169,0.4231305819498224,0.2706978154449672,0.35184405091057525,0.3619901007364696,0.29720446
189039,0.0769366383778683,0,0.017631599910579863,0.14135110453482333,0.384280004346028,0.20107916431986145,0.04044718677755172,0.12173431032564895,0.12840460665270664,-0.14233826
190068,-0.4641448773405579,0,-0.18504568191669046,0.10759792426857848,-0.2611829205277374,-0.22674259600408836,-0.06694062345956504,-0.1425096110576581,-0.14359523314323394,0.06953553
283796,0.10270242484065,0,-0.7173854398663185,-0.2727050839220873,-0.7427013176462047,-0.7977031289596498,-0.4165659025957323,-0.5006388649271507,-0.5132815121033201,-0.7208413
374703,-1.1340553253729,0,0.2351474853186926,0.4238729530992302,-0.2844208744040344,-0.07231845399488063,0.17983987113712313,0.04546095181434032,0.0429611074654771,-0.11139151
284281,0.36036028946847104,0,-0.21188353365518525,-0.7179378739989639,-0.1634277588998252,-0.04183692921782664,-0.3248202390170224,-0.478848597848728,-0.4771481050941923,-0.16897354
319280,0.540720794707948,0,-0.2282804020064245,0.6805001862685411,-0.2898788523854208,-0.2747622854754315,-0.29567160024335865,-0.22346472741651616,-0.22366162937429807,-0.3256421
318548,-0.528559343497515,0,-1.9007758023890575,-1.2010463701761305,-1.360914140958034,-1.3869200997896376,-1.4302692525586518,-1.263539430977304,-1.2703373199252028,-1.750864
284222,-0.7218027419683821,0,-0.04634471566292589,0.4033891528613181,-0.5759767805798361,-0.5529777373828244,0.1084453304012997,0.02381963805312645,0.027557010262552056,0.056059415999999994
308266,-0.412613304414995,0,0.15524189540785152,0.34206658107989635,0.1488649555424466,0.1973738491413411,0.0009360200997274018,0.1316549559307803,0.1366630893864632,0.39585853
2437340,-0.541442236728906,0,0.02223946618721611,0.2571683146850293,-0.08983281038769775,-0.11834366374344435,0.1847503664531433,0.1215378197573238,0.12063185693433165,-0.056573074
374718,0.6953155134846399,0,0.8921644363355666,0.9436976949858612,0.8777169883444103,0.792411310034976,0.6656942948458668,0.9570567273977252,0.9529442939221366,0.80833536
283773,-0.6960369555056,0,-0.8388437163592075,-0.4556421678078407,-1.08748120834721,-0.9745882646952576,-0.6638275018079168,-0.9600387263818227,-0.9638297716926332,-0.8574893
375957,0.7210812999474241,0,0.5340410224270385,0.5521865696838855,0.8817533124625179,0.8938876551810877,0.4094683182872657,0.6335590492694102,0.6333296975382277,0.33560586
