id,SDS,kfold,GBDT_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,SVR_pred,XGBoost_pred
190707,-0.5637684988496421,0,0.5786839753567504,0.8201743339425278,0.8662043943830184,0.8433270241484401,0.5370980876368842,0.6636559509282101,0.7603137740419929,0.6430935999999999
190138,0.328905871904284,0,-0.21645644988143647,0.3187888957024062,-0.4693071399224351,-0.3369843535884352,-0.05412254679324356,-0.050895111046961206,-0.15842920959805534,-0.42237955
308265,0.0313477483196424,0,-0.026658915372544955,0.02390879523002612,0.10918760595854593,0.20211202036752346,-0.03456902017666098,-0.0015017394654465164,0.06414531819688822,-0.01770532
189629,1.37035930445053,0,0.6989309732778634,0.7755406154048314,0.5006032682317283,0.5984696865570212,0.5284719090588177,0.6094181369443771,0.7082244686930259,0.8655495999999999
188500,0.7752430572812471,0,0.044676633404788925,0.032835538937565266,0.34323044975116807,0.4044055418244855,-0.0032845625664138685,0.04166516886679866,0.12139188651624964,0.22555006
283160,-0.5637684988496421,0,0.006813775616511846,-0.09362666358590746,-0.32458644661294755,-0.3008552770433948,-0.11833634674854875,-0.039736643954653705,-0.041501513973335236,-0.12898727
189766,1.2215802426582099,0,0.6619086081314548,0.3571738936448252,0.7190545292150787,0.7666581714732911,0.4423913263017825,0.5201307567545272,0.6559205719472891,0.3767344
190184,0.180126810111963,0,0.0307275285535838,0.12359076663088113,-0.28567562487202025,-0.25372485718823456,0.019324156383313924,0.05949641867404538,-0.0665385690568969,-0.10116194
374475,0.0313477483196424,0,0.6983128745064768,0.7439994543048593,0.9570619144115042,0.916156730494082,0.4971073275227037,0.6928890413114857,0.7827843971972567,0.40669936
188282,-1.15888474601893,0,-0.30167800848813797,0.2351750629751221,-0.5507546075552483,-0.3477403353387578,-0.10479178416860234,-0.2131785531068992,-0.21791483441150694,-0.2985882
283978,-1.45644286960357,0,-0.3284070074476403,-0.11445573223683247,-0.6894378306843763,-0.6421461065065531,-0.17737795457359895,-0.3793174867576229,-0.3815350797074585,0.087317415
375706,-1.75400099318821,0,-0.16288982830535986,-0.13082142903398786,-0.07469407331807787,0.04976458801388378,-0.14788252902500856,-0.18298147993393607,-0.17329609194167145,-0.33338124
189138,0.328905871904284,0,-0.4994497933213354,-0.5533539645241795,-0.6308031371150591,-0.5701681567635918,-0.22364609355821907,-0.3877972222559224,-0.3176719940962739,-0.72799337
374412,1.2215802426582099,0,0.4914663653205163,0.2024436693808111,0.7236527097612395,0.7125848883105103,0.3510473306287773,0.5060300255458481,0.6210104455181641,0.44789648
376032,-0.8613266224342829,0,0.14329256771596133,0.043250073263027815,-0.13317217324814834,-0.12908138959253732,0.05148888376828477,0.04363861166100797,0.12524992682176006,-0.057864722
284251,-1.6052219313958898,0,-0.5464480191828234,-0.3510144404866229,-1.0235201696680036,-0.949431372439286,-0.25056477774227376,-0.4772927085884472,-0.5242463865714461,-0.6520944000000001
190815,-1.90278005498053,0,-0.9367609869842016,-0.20223537869430172,-0.811226894020578,-0.8727100127660117,-0.7614779716215649,-0.7864799910802616,-0.8011449363988395,-0.7906745
190148,-1.75400099318821,0,-0.21802613740714646,0.18488774008931752,-0.8600741295113039,-0.7632114363946982,0.006174791881677225,-0.2786957426414399,-0.3217416618325417,-0.3258422
188552,0.180126810111963,0,0.2572757323202427,0.2580870384911396,-0.2125676880839933,-0.29192512889690003,-0.04175622823587681,0.05865744393121298,0.10775170596297744,-0.069483034
283805,0.180126810111963,0,-0.06537325423122246,-0.09065108235006113,-0.10734115717399816,-0.1345877641723705,-0.03720443903809345,0.10698721753342157,0.01880041261195159,0.12987825
375020,-0.117431313472679,0,0.16623564828748558,-0.111480151000986,-0.03999534605893729,-0.0356796143880152,-0.07351495205524794,-0.017531466861130662,0.02605298134726636,0.037173025
187733,-0.41498943705732105,0,0.15146115980836716,-0.07577317617082903,0.174882704801,0.1453040980341315,-0.049352423360532284,0.07889856418463942,0.13225766370737868,-0.019287407
374467,1.37035930445053,0,0.9075442316684136,0.7499506167765521,1.1470775253364778,1.0176182850097522,0.6151363899541274,0.7309408501350236,0.905501158570156,0.6418381999999999
187473,1.2215802426582099,0,0.2864891118349611,-0.10106561667552352,0.4938053125605819,0.4798757005950818,-0.015870087143839102,0.15164977859124784,0.1459019874309816,0.01251632
