id,testw,kfold,GBDT_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,SVR_pred,XGBoost_pred
189697,0.07223157468849101,0,0.6748971544614848,0.5434622761158673,0.6684883453696386,0.7436593115840647,0.5256645320121756,0.7135729502120709,0.737199912429981,0.568569
375815,-1.4917375642479802,0,-0.7687439949459108,-0.5744356649326321,-0.7315960796212551,-0.5624460563100684,-0.5688160539619187,-0.526395459143471,-0.5328641119916661,-0.7609342
283178,-0.6417543365651159,0,-0.030175555389987133,0.17881947143991975,-0.07327613913660969,-0.10205154385547056,0.03793338081365558,0.0493925573442108,0.0401621941431449,-0.09709365
375779,0.0382322455811736,0,0.06107796188589474,-0.12190459451427638,0.2410496777710733,0.23716609069219174,-0.18115011180073984,0.17048648390053162,0.1827152119509574,0.03903224
190252,0.174229562010433,0,0.7546806727858915,0.9145649533222052,0.8259603502069979,0.7925919045582128,0.7247191057058229,0.7321057482747164,0.7732138098416651,0.65655005
283209,1.0922114479079301,0,0.136799615643376,-0.19007324937444214,0.3010457147514387,0.3720902658670188,0.03357006528277834,0.13830557338682442,0.14538094570036802,0.12910704
284231,0.4972231885299221,0,-0.0777939145488426,0.21927867307762386,0.01539406049568015,0.006255369226310076,0.031111512475395783,0.07769111175286944,0.05675838311646755,-0.09227944
189045,0.208228891117746,0,0.2378354311874246,0.4078049529776826,0.2206481423411475,0.3159323439977079,0.2336627036316681,0.27987227456919395,0.28529947088215435,0.14402407
375970,-2.05272649451866,0,-0.5698703726704991,-0.4467681841346664,-0.9540562526618857,-1.0882944972401345,-0.4768238614719811,-0.4830037315017086,-0.4595726025179396,-0.5944498
188945,-0.131764399955399,0,0.283516164353629,0.12085061531194853,0.4421855327312585,0.6600777469111045,0.13272527285925292,0.24786367326437586,0.2921681921256145,0.38578346
376034,-0.6417543365651159,0,-0.8334107903101383,-0.5621959064539991,-1.1294270704330955,-1.1145910455426096,-0.6777622359544114,-0.6083546481089401,-0.5877165509791539,-0.734505
188211,-0.5737556783504859,0,-0.351695622501048,-0.15080402425549372,-0.12774031956178078,-0.10616840289286364,-0.26989316826879434,-0.18598548948937726,-0.16944221406594812,-0.13142301
373626,-0.811750982101688,0,-0.5601463117516913,-0.2398822665166578,-0.3946934615774893,-0.5908184517958762,-0.4143384666422892,-0.4364136270849835,-0.4388831441913175,-0.6655043
375623,-0.879749640316318,0,-1.4251077698886474,-0.8479602676009771,-1.2555544672688654,-1.2816949732781624,-1.0692405380584038,-1.085455959496617,-1.1196295390336004,-1.40625
187944,-0.0977650708480814,0,-0.26819912132041895,-0.08433533585069414,-0.2191932022331855,-0.21439302050636375,-0.22045756875715464,-0.26345495318522105,-0.2596968514586797,0.040833693
376023,-0.947748298530943,0,-1.2875927372982876,-0.4360583954658621,-1.3374857780098497,-1.3200644276410554,-0.8793311080148152,-0.7645227870154483,-0.7164306286946587,-1.0698121999999999
187501,0.446224194868948,0,-0.07483413220570558,-0.12292457438749572,-0.1288891479639318,-0.14199143292136113,-0.19215561802284967,-0.05217533429133658,-0.023260952210298943,0.31026479999999995
374154,0.650220169512833,0,0.8031092762566225,0.473763651445873,0.5065485057977526,0.28332606965511703,0.4380801429766608,0.6279078287285709,0.6361393626171868,0.74826497
283774,0.548222182190891,0,-0.11857478562572572,-0.021266580356625275,0.08398978908877552,0.008073023071218769,-0.19799257848963814,-0.034781638471585115,-0.07444426904356377,-0.17963597
375230,0.344226207547006,0,-0.8932391606443648,-0.9698478624506996,-0.9462540287108824,-0.9080219557986058,-0.6081247407150628,-0.6417516875176035,-0.6398562494954623,-1.1748825
374620,0.412224865761636,0,-0.22274078585981347,-0.33321042491623565,-0.20511569574134114,-0.20586373003748806,-0.3727121482649357,-0.21756661615054465,-0.18368886565882286,-0.42350358
189254,-2.13772481728695,0,-1.112886461745253,-0.6562040514357232,-1.8298967241099289,-1.770323444654183,-0.9114294218750124,-0.8765667122209844,-0.8508867077894557,-0.8972724
283447,1.12621077701524,0,0.142724545858921,-0.01293674472533366,0.4203313854331725,0.3272564369840772,0.06924576982152399,0.2539604852441379,0.2708170592972607,0.27467868
283110,-0.165763729062711,0,-0.42076044747316704,-0.3269205490313824,-0.4008709378392865,-0.3947772226618764,-0.3290534599152776,-0.2511371640238495,-0.23615374351622986,-0.20778005
189932,0.10623090379580301,0,0.4646970356214041,0.7001991833005876,0.4632546382112963,0.5692817864669135,0.4237629081645908,0.3963418835263954,0.4101591318391224,0.5313686
375641,-0.0977650708480814,0,0.6755012493688781,0.2845573849636676,0.35198289616793943,0.3353380697162332,0.605689522297665,0.6371090474134828,0.683248548917234,0.6949755999999999
188103,0.446224194868948,0,0.0938480517003444,0.3012170562262519,-0.2477458182183199,-0.17765758736574952,0.060748381942381025,0.15110282170382933,0.1848101672124821,-0.07136840400000001
188993,0.00423291647386105,0,0.39712496486306464,0.3670057580489055,0.4153648685170737,0.2663636781243678,0.3588349855422027,0.4882861070709349,0.5079999584419469,0.45891437
187742,-0.947748298530943,0,-0.16535496530015342,-0.18191341038868608,-0.016667766893874614,0.2141929901055124,-0.3050650378799074,-0.010604334848721976,0.016297892074905174,-0.38246536
187505,0.8882154732640349,0,0.3532546221867049,0.3868953655766845,0.8216576322040439,1.0396004256116238,0.07856244975666064,0.481421897583264,0.5226916870746946,0.52601355
187631,-0.233762387277341,0,-0.0820181619675951,-0.42262866046847297,-0.3761607591600722,-0.3179400905914824,-0.18690307663831296,-0.17278953172667882,-0.15096750465972675,-0.06141892400000001
283967,-1.98472783630404,0,-0.4803425077806328,-0.3425602404207469,-0.28840474384296044,-0.20794239557423375,-0.4073037189255769,-0.3988211822303836,-0.4172023825448312,-0.31138477
190170,0.616220840405521,0,0.5788204371160268,0.6763996529254673,0.5100637503394552,0.5485846486607966,0.4790887099791722,0.600865720740837,0.6235644365154664,0.54431885
188027,-1.52573689335529,0,-0.07634059389665387,0.2536179954760114,-0.35306986196260937,-0.4599192494820349,0.04012111302559057,0.01422860172843174,0.0371124990087717,-0.15092273
283221,1.39820540987375,0,0.2507046299040209,-0.21200281664865966,0.4494975711806149,0.5519441528412157,0.0017011092790253676,0.2499240316770293,0.2434023495843653,0.0091077285
187733,0.37822553665431796,0,-0.5137511952650321,-0.30363100859287195,-0.120657499441279,-0.20653642931557334,-0.4708231721116882,-0.1790425628731323,-0.15148076151302858,-0.51659787
187968,0.990213460585978,0,-0.8421044017322884,-0.22815249797463394,-0.9845452474960013,-0.8068951030303742,-0.5197515394031825,-0.5984645875999843,-0.6058065248684101,-0.85114443
189133,0.27622754933237603,0,0.021791900304641704,-0.4420082780596423,0.11685764484641935,0.02977253394517642,-0.20406203448362514,-0.05515178592698283,-0.018987128141191526,-0.26945907
375796,-4.415679867477019,0,-1.3600123298019728,-0.6674238300411371,-1.2250425017879962,-1.2401027521317405,-0.9149569597370332,-0.94568915608438,-0.9651610959668117,-1.2453867
188152,-0.267761716384654,0,-0.2924512077634433,-0.3787695259200373,-0.6127038457129714,-0.6245686974146172,-0.2964243104064861,-0.3297303848200322,-0.3411507629220194,-0.37787357
189895,1.29620742255181,0,1.0235725280843957,0.9228947889534972,0.8669806923065266,0.9523182303092136,0.9707417167503148,0.9674544325712768,0.9954750862141593,1.0260924
187637,0.10623090379580301,0,-0.14819407218869304,0.1963291259301866,-0.4251940889997883,-0.4785372747448928,0.04903958151457821,0.03745401430324999,0.01944326185788489,0.08672581
190805,-0.301761045491971,0,0.09821086625562862,0.18850928023550426,-0.333281427777564,-0.3357780203725966,0.0876627721722321,-0.01565794565469314,-0.03039793474596386,-0.043909385999999995
375254,0.10623090379580301,0,-0.5455652381725901,-0.22849249126570725,-1.0116297939014345,-1.0186617390003958,-0.404526142940579,-0.43752493165851664,-0.4418611408147253,-0.62768734
374513,1.50020339719569,0,1.029376951673976,0.9259547285731556,1.1821279050393088,1.1375258420087628,0.9152912539577898,1.0014708134467774,1.026868363138972,0.8935523999999999
190707,1.39820540987375,0,0.1620918266690438,0.11065081657975426,0.5263794945968954,0.3559723540452761,0.13199490594199853,0.3002422156659575,0.3420379149732201,0.23404431
188994,0.9222148023713532,0,0.4967167712258064,0.3840054226025631,0.11834366592164257,0.11951763824588865,0.3496160349964613,0.3558397974636324,0.3539013514885833,0.2733583
189005,0.854216144156723,0,0.29180571725025,0.3659857781756864,0.14482702209095066,0.18984670294233214,0.2496521843372116,0.2284959082922718,0.22425539495670352,0.16838372
375901,0.8202168150494051,0,-0.5497649224839393,-0.5994251718265082,-1.1544742270814794,-0.9892666492300431,-0.5703940880435961,-0.6532289871050223,-0.659334187977084,-0.59221166
375607,0.07223157468849101,0,0.13053629371872594,-0.030956389152210433,0.2949493225985975,0.25893313256261546,-0.06891978343402401,0.05531843539106074,0.05280727368153848,0.039246995
375974,-3.37870032970393,0,-1.1960322218103974,-0.594835262397021,-1.0696988996617876,-1.0789237419436937,-0.8200177844015873,-0.6367745580799213,-0.630807961324969,-1.5602691999999998
375394,-0.811750982101688,0,0.01654936538535159,-0.4251786101515212,-0.03200282291606982,-0.10880904234755953,-0.15844767225029274,-0.013637275716541664,0.011186507558000549,-0.027686315
