id,tkw,kfold,GBDT_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,SVR_pred,XGBoost_pred
283163,0.00479245865164983,0,-0.34498424849400405,-0.33552595346551184,-0.311191147620125,-0.33397037210519903,-0.3390185539655413,-0.3297745563588699,-0.3378764038117923,-0.53035843
188018,-0.672151941581403,0,-0.1027886075279092,0.03033172466044212,0.05548347152407018,0.03920706405731398,0.01972034015340251,0.0030031048338492183,0.0012138369185220321,-0.21068996
188012,-1.3644814418197502,0,-0.6485188105763184,-0.35568043447245096,-0.7895603509879905,-0.7565549558010195,-0.3677201655768189,-0.43891954055818827,-0.43342087833717335,-0.24884789999999998
319779,-0.9490837416767421,0,-0.1584978026175133,-0.07628701837626341,-0.16019718761062407,-0.15592931047463085,-0.16713874098886575,-0.13039479696288986,-0.1334575174282644,-0.24629146
375921,0.18941365871521,0,0.5467063216451431,0.7680472699144163,0.5233778069877317,0.5611549935152808,0.29320480450375536,0.3825140431718318,0.4057021763350908,0.53799826
283143,0.14325835869932002,0,-0.011504511003969506,-0.2619851754401941,0.16143706561003768,0.1888951705226191,-0.14114751199661252,-0.07194167949316721,-0.03266944837083413,-0.011747833000000001
374171,-0.19521384141720705,0,0.0036560035161004156,-0.17705942341095685,0.0199860740050184,-0.013295257939058296,-0.13808094939072352,-0.08282814793456289,-0.08141358374608293,0.047124013
336782,-1.6567983419203898,0,-0.3555530299046372,-0.8852355766547609,-0.19327654747440806,-0.2784631653489503,-0.4384769199873488,-0.4813082498377428,-0.4514587222634681,-0.8264183
189014,0.281724258746989,0,-0.1418661790528017,-0.3566035404727687,0.4116221576244108,0.3145807982798521,-0.2084880583806752,-0.09308824614190823,-0.0919224187892026,-0.2835539
189894,-1.33371124180916,0,-0.5445445516049517,-0.5644562415443258,-0.5891004944349234,-0.5730303385799146,-0.38989090065063614,-0.6171585512559902,-0.6432685818120996,-0.17813374
375674,1.03559415900652,0,0.7601985468869175,0.6529667218747973,0.9186060480152848,0.9754773979377744,0.562817017973049,0.6366843976464553,0.6606319609235136,0.88614684
375956,1.32791105910716,0,1.5313379673111915,0.7334307949024985,1.4521014967010473,1.5838603378422111,1.1583471196867452,1.2746930776914642,1.286513418415416,1.4738171
373770,-1.6414132419150902,0,-0.4514183684601991,0.264954499741216,-0.3958682550689936,-0.4280379142514588,-0.3593139971761483,-0.2468618770622,-0.28503713103192263,-0.49118075
374365,-1.4260218418409398,0,-0.769180818731313,-0.5544559265408832,-0.7928034285688561,-0.7813209191031117,-0.6842375558356055,-0.7807806033665251,-0.8429997823858069,-0.9293929
374190,0.158643458704616,0,-0.2536043614532397,-0.0795178893773757,-0.13195701524801962,-0.2540168381586779,-0.20051441255917413,-0.20208539570526574,-0.2300308164483062,-0.36493587
187803,-0.0105926413536468,0,-0.02046082412399041,0.5555790388412695,-0.2917195742085177,-0.4029790738821506,-0.01510114703964898,-0.023578934573584287,-0.017436137659371687,0.30313307
336684,-1.2414006417773795,0,-0.4151399267729983,-0.5666101555450677,-0.6624696084378385,-0.6645201630643193,-0.37351628638064294,-0.5283627190677791,-0.5472092610277057,-0.49736124
373861,0.0201775586569465,0,-0.5752706871690512,-0.3702962794774826,-0.9636484462452906,-0.8559061289245854,-0.4011786123038164,-0.5615534175825027,-0.6052866456020227,-0.50590456
187526,1.1586749590488998,0,-0.3270337624192921,-0.40598971148977103,-0.20744498839376035,-0.19259575318076055,-0.3008395961201677,-0.3282769747379207,-0.3073889081376824,-0.22636533
187881,0.17402855870991302,0,-0.10868614165236372,0.03910123166346115,0.034085883518713445,0.07769928842406555,0.014763360494664098,-0.07555945873852765,-0.07467744170907065,0.0021074219
375560,-0.641381741570809,0,0.004296058544040451,0.2701854337430167,-0.16600412741992088,-0.17961610450312712,0.10290148974518966,-0.041582092605523265,-0.11410421731896107,0.083452396
374592,-1.6414132419150902,0,-0.2589604393538469,-0.22290702142674035,-0.14297051121406312,-0.2609896651843985,-0.1718572955677135,-0.1623878821991837,-0.17097527018776393,-0.10630807
375883,1.1586749590488998,0,1.4449252797161818,0.7437388119060477,1.2687241946942225,1.2640255206992372,1.1832180034710365,1.3200375191103235,1.3335652842465338,1.6527042
190277,-0.19521384141720705,0,-0.28245236279560443,-0.09921081738415534,-0.3919177413184194,-0.2979963960014859,-0.1929024533254521,-0.2175252895917179,-0.2288450835076156,-0.30850008
2437377,0.297109358752286,0,0.530504171884801,0.7117378038950304,0.3284071545953502,0.3697378343226606,0.3553925049090508,0.4719373437645301,0.4820740794466352,0.3943007
187631,0.7586623589111852,0,0.7676549039871651,0.4114206517916398,0.7367329413508692,0.7278685171696601,0.6308227438586608,0.7201492533861339,0.7321279032264096,0.75126106
374124,-0.764462541613182,0,-0.0888724102120948,0.0966415056832708,0.3930947701020529,0.16934797951224242,-0.14408201163223314,0.06733556222654323,0.06298114842430658,-0.27932140000000005
308009,-0.44137544150195296,0,-0.699973839083683,-0.3824505084816664,-0.9551448473457356,-0.9475872540135852,-0.4811697876898815,-0.6161869663999618,-0.6358961556769714,-0.5132444
187855,-0.902928441660852,0,0.09470877817720053,0.12771940769397006,-0.3813040854483027,-0.2831930360708098,0.0509200392503928,-0.09362015065588647,-0.08951080388558763,-0.0042045787
