id,length,kfold,LARS_pred
190125,0.7468470864102059,0,-0.11889888224223162
283812,-0.30955015856386603,0,-0.17664984386118301
188476,-0.36108173148942896,0,-0.1309260251734365
373656,1.03027073750081,0,0.9930940682507737
187584,0.952973378112464,0,0.8528108250470915
188035,1.59711803968202,0,1.1518971170994912
188134,0.154233997766213,0,0.4530284872126963
189291,0.36036028946847104,0,0.007062246939995003
374239,0.6953155134846399,0,0.277611567093694
188249,-0.00036072101047902595,0,0.9807602389180752
375392,0.6437839405590771,0,0.644091329746745
374655,1.15909966981472,0,1.27407486959686
190126,-1.08252375244733,0,-0.9471474776060201
375557,0.0254050654523027,0,0.3717298442786774
283109,-1.1340553253729,0,-1.0090050076910126
187536,0.952973378112464,0,-0.6682811511683838
374609,-0.2580185856383,0,-0.001953235300911089
375742,0.43765764885681896,0,0.3444891085037761
188086,0.154233997766213,0,0.8307677992389246
187645,0.540720794707948,0,-0.18363299385714116
188341,-0.5672080231916871,0,-1.1642130916197966
375773,0.824144445798553,0,0.3331171435657102
189039,0.0769366383778683,0,0.0872660271955912
190068,-0.4641448773405579,0,-0.2168910625197645
283796,0.10270242484065,0,-0.8234280108998527
374703,-1.1340553253729,0,0.1259071563297406
284281,0.36036028946847104,0,-0.16374814220971282
319280,0.540720794707948,0,-0.2760636246340459
318548,-0.528559343497515,0,-1.883981603079201
284222,-0.7218027419683821,0,-0.254038071365769
308266,-0.412613304414995,0,0.1905704772324806
2437340,-0.541442236728906,0,-0.03569906238646574
374718,0.6953155134846399,0,0.9370393382502236
283773,-0.6960369555056,0,-0.979158017183938
375957,0.7210812999474241,0,0.7246999383036361
189700,-0.3868475179522129,0,-0.07573550022130403
284216,0.23153135715456105,0,0.14690830024940593
374546,1.57135225321924,0,0.8044000727309575
189023,-0.103423866861608,0,-0.0769462335640748
374612,0.7983786593357691,0,1.4185207697380944
375916,1.05603652396359,0,0.8123918402105486
187505,1.21063124274028,0,0.47771365541013167
188226,-0.850631674282293,0,-0.4569113449806892
187867,0.6953155134846399,0,-0.0866079982097019
187823,1.10756809688916,0,0.38129627352564793
190069,-0.850631674282293,0,-0.34320643910001364
375740,0.24441425038595105,0,0.12552593145738286
189947,0.0769366383778683,0,0.1811853669936835
190805,-0.3868475179522129,0,-0.18526871130624314
187784,-0.0261265074732607,0,-0.3149110304247269
336484,-2.1389209974214,0,-2.1612996600734156
188408,-0.5929738096544711,0,-0.5789767748833032
283774,0.10270242484065,0,-0.28924134873666624
187545,0.10270242484065,0,-0.0624254518901736
188255,0.0511708519150843,0,0.1526981789788709
374918,-0.4383790908777769,0,-0.07932329535057953
187682,0.824144445798553,0,0.4720544135070048
375539,-1.03099217952177,0,-0.3580285440445709
187848,-0.412613304414995,0,1.30308042040567
375997,0.7983786593357691,0,1.3666083331892043
374598,-0.12918965332439,0,0.040873920294963555
308265,-1.67513684109132,0,-1.1386518758141584
375659,0.927207591649682,0,0.19119453416922547
188943,0.489189221782384,0,-0.37762546069048214
283805,-0.2580185856383,0,-0.8461470075079077
284231,-0.193604119481346,0,0.09299871387698644
374467,0.154233997766213,0,0.21192603545993047
284305,0.43765764885681896,0,-0.16388776572309416
375724,0.23153135715456105,0,0.07701727148311745
374392,0.23153135715456105,0,0.6611323426433028
187507,-1.08252375244733,0,-1.3039684656861106
375589,-0.5929738096544711,0,-0.17964552451570023
188945,-0.4641448773405579,0,-0.4031684342279066
284370,0.411891862394037,0,0.03446517426885013
374614,1.15909966981472,0,1.4683993028300975
188969,0.6953155134846399,0,0.24622784547507828
189961,0.901441805186898,0,0.30349091686962726
189625,-1.1340553253729,0,-0.728047737099346
374635,1.41675753444254,0,0.5027488773064522
375663,0.205765570691779,0,0.3634917568412178
374156,-0.12918965332439,0,0.3554847812540264
187495,-0.6187395961172529,0,-1.2541499295520426
283444,-0.5929738096544711,0,-0.38474427108706094
188669,1.2363970292030702,0,0.6305994687280485
2437214,1.44252332090532,0,0.9603467028109639
189009,1.2363970292030702,0,0.28672186187057924
374591,0.669549727021858,0,0.2154762019746933
187839,0.30882871654290805,0,-0.1967547093852963
